Column,reference,text,name,normalized,cluster_key_collision,cluster_levenshtein,cluster_levenshtein_radius2,cluster_levenshtein_block5
543,186:081, [m.LUGAL-ri BE-ia DI]NGIR-ia d.U[TU-i]a, [m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
544,186:083, [a-na m.LUGAL-ri BE-i]a DINGIR-ia d.UTU-i[a], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
545,187:005, [GÌ]R.MEß-pí m.LUGAL-ri BE-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
546,187:010, m.LUGAL-ri BE-ia DINGIR-ia d.[UTU-ia], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
547,189:002, um-ma m.e-ták-ka-ma ÌR-ka, m.e-ták-ka-ma, m.e-ták-ka-ma, m.e-ták-ka-ma, m.e-ták-ka-ma, m.e-ták-ka-ma, m.e-tá-kà-ma
548,189:006, ù yi-la-mu-nu-ni m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
549,189:017, m.pu-hu-ri li-di-me, m.pu-hu-ri, m.pu-hu-ri, m.pu-hu-ri, m.pu-hu-ri, m.pu-hu-ri, m.pu-hu-ri
550,189:018, LÚ GA[L] m.p[u]-hu-ru i-nu-ma[, m.p[u]-hu-ru, m.pu-hu-ru, m.pu-hu-ru, m.pu-hu-ri, m.pu-hu-ri, m.pu-hu-ri
551,189:R02, [m.b]ir5-ia-wa-za ki-na-an-n[a], [m.b]ir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
552,189:R09, ù a-mur-mì m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
553,189:R25, ú-$a-ah-li-iq m.bir5-ia-wa-za [pa-nu-$u], m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
554,190:002, [uc-cur-mi m.p]u-hu-ri LÚ r[a-bi-i], m.p]u-hu-ri, m.pu-hu-ri, m.pu-hu-ri, m.pu-hu-ri, m.pu-hu-ri, m.pu-hu-ri
555,191:001, a-n[a] m.LUGAL-ma EN-ia, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ri, m.LUGAL-ri
556,191:002, um-ma m.ar-sà-wu-ya LÚ URU r[u]-hi-za, m.ar-sà-wu-ya, m.ar-sà-wu-ya, m.ar-sà-wu-ya, m.ar-sà-wu-ya, m.ar-sà-wu-ya, m.ar-sà-wu-ya
557,192:004, [m.a]r-sà-wu-ya ÌR ki-it-ti, [m.a]r-sà-wu-ya, m.ar-sà-wu-ya, m.ar-sà-wu-ya, m.ar-sà-wu-ya, m.ar-sà-wu-ya, m.ar-sà-wu-ya
558,193:001, a-na m.LUGAL-ma EN-ia, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ma, m.LUGAL-ri, m.LUGAL-ri
559,193:002, um-ma m.ti4-wa-te, m.ti4-wa-te, m.ti4-wa-te, m.ti4-wa-te, m.ti4-wa-te, m.ti4-wa-te, m.ti4-wa-te
560,194:001, a-na m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
561,194:002, um-ma m.bir5-ia-wa-za ÌR-k[a ], m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
562,194:003, a-na GÌR.MEß-pí m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
563,194:007, m.LUGAL-ri i$-tu, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
564,194:009, m.$u-tar-na a-bi-ia, m.$u-tar-na, m.šu-tar-na, m.šu-tar-na, m.šu-tar-na, m.šu-tar-na, m.šu-tar-na
565,194:010, ki-ma m.ha[$-x]-tar [a-bi [a-bi-ia], m.ha[$-x]-tar, m.haš-x-tar, m.haš-x-tar, m.haš-x-tar, m.haš-x-tar, m.haš-x-tar
566,195:001, a-na m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
567,195:004, um-ma m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
568,195:011, a-na GÌR.MEß m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
569,195:032, m.LUGAL be-li-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
570,196:002, [um-ma m.bir5-i]a-w[a-z]a  Ì[R-ka ], m.bir5-i]a-w[a-z]a, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
571,196:041, [yi-]pa-a$ m.bi-ri-da-a$-wa, m.bi-ri-da-a$-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa
572,197:007, yi-mur-ma m.bi-ri-da-a$-wa ip-$a an-na, m.bi-ri-da-a$-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa
573,197:015, nu-kúr-ta it-ti m.bi-ri-da-a$-wa, m.bi-ri-da-a$-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa
574,197:017, al-ka-am-mi nu-du-uk m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
575,197:026, a-na-ku ù yi-la-ak m.ar-za-wi-ya, m.ar-za-wi-ya, m.ar-za-wi-ya, m.ar-za-wi-ya, m.ar-za-wi-ya, m.ar-za-wi-ya, m.ar-za-wi-ya
576,197:028, ERÍN.MEß m.a-zi-[ri ù yi!]-ic-ba-at, m.a-zi-[ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri, m.a-zi-ri
577,197:031, a-na LUGAL EN-ia ù a-mur m.i-ta-at-ka-ma, m.i-ta-at-ka-ma, m.i-ta-at-ka-ma, m.i-ta-at-ka-ma, m.i-ta-at-ka-ma, m.i-ta-at-ka-ma, m.i-ta-at-ka-ma
578,197:033, m.ar-za-wi-ya qa-du m.bi-ri-da-a$-wa, m.ar-za-wi-ya, m.ar-za-wi-ya, m.ar-za-wi-ya, m.ar-za-wi-ya, m.ar-za-wi-ya, m.ar-za-wi-ya
579,197:033, m.ar-za-wi-ya qa-du m.bi-ri-da-a$-wa, m.bi-ri-da-a$-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa, m.bi-ri-da-aš-wa
580,198:004, um-ma m.a-ra-{ah}(?)-[a]t-ta5/m.a-ra-[a$?-$]a?, m.a-ra-{ah}, m.a-ra-ah, m.a-ra-ah, m.a-ra-ah, m.a-ra-ah, m.a-ra-ah
581,198:015, LUGAL EN-ia m.ha-ma-a$-s[a], m.ha-ma-a$-s[a], m.ha-ma-aš-sa, m.ha-ma-aš-sa, m.ha-ma-aš-sa, m.ha-ma-aš-sa, m.ha-ma-aš-sa
582,200:004, [um-m]a m.ÌR.MEß[-ka], m.ÌR.MEß[-ka], m.ÌR.MEŠ-ka, m.ÌR.MEŠ-ka, m.ÌR.MEŠ-ka, m.ÌR.MEŠ-ka, m.ÌR.MEŠ-ka
583,201:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
584,201:003, um-ma m.ar-ta-ma-an-ya, m.ar-ta-ma-an-ya, m.ar-ta-ma-an-ya, m.ar-ta-ma-an-ya, m.ar-ta-ma-an-ya, m.ar-ta-ma-an-ya, m.ar-ta-ma-an-ya
585,201:004, m.LÚ cí-ri-ba-$a-ni, m.LÚ, m.LÚ, m.LÚ, m.LÚ, m.LÚ, m.LÚ
586,201:006, m.LUGAL be-li-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
587,201:023, yi-qa-bu m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
588,202:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
589,202:003, um-ma m.a-ma-ya-$e, m.a-ma-ya-$e, m.a-ma-ya-še, m.a-ma-ya-še, m.a-ma-ya-še, m.a-ma-ya-še, m.a-ma-ya-še
590,202:005, m.LUGAL be-li-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
591,203:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
592,203:003, um-ma m.ÌR-LUGAL, m.ÌR-LUGAL, m.ÌR-LUGAL, m.ÌR-LUGAL, m.ÌR-LUGAL, m.ÌR-LUGAL, m.ÌR-LUGAL
593,203:006, m.LUGAL be-li-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
594,203:017, $a m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
595,204:001, a-na m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
596,204:004, um-ma m.LÚ URU qa-nu-ú, m.LÚ, m.LÚ, m.LÚ, m.LÚ, m.LÚ, m.LÚ
597,204:006, m.LUGAL be-li-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
598,204:018, ÉRIN.MEß m.LUGAL be-li-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
599,205:001, a-na m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
600,205:003, um-ma m.LÚ URU µù-bu, m.LÚ, m.LÚ, m.LÚ, m.LÚ, m.LÚ, m.LÚ
601,205:005, m.LUGAL be-li-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
602,205:017, $a m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
603,206:001, a-na m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
604,206:004, um-ma m.LÚ URU na-zi-ba, m.LÚ, m.LÚ, m.LÚ, m.LÚ, m.LÚ, m.LÚ
605,206:006, m.LUGAL be-li-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
606,207:002, [qí-]b[i]-ma <um-ma> m.ip-te[_ _ _ ÌR-]ka, m.ip-te[_, m.ip-te_, m.ip-te_, m.ip-te_, m.ip-te_, m.ip-te_
607,207:015, [m.b]i-z[u _ ]_ _, [m.b]i-z[u, m.bi-zu, m.bi-zu, m.bi-zu, m.bi-zu, m.bi-zu
608,207:017, [a]l-{lu}-mi m.pu-hu-ur, m.pu-hu-ur, m.pu-hu-ur, m.pu-hu-ur, m.pu-hu-ur, m.pu-hu-ur, m.pu-hu-ri
609,208:011, m.pu-hu-ru $a-al-$u, m.pu-hu-ru, m.pu-hu-ru, m.pu-hu-ru, m.pu-hu-ri, m.pu-hu-ri, m.pu-hu-ri
610,210:001, [a-na m._ -í]p-hu-ri[, m._, m._, m., m., m., m.
611,210:003, [um-ma m.]zi-$a-mi[-mi], m.]zi-$a-mi[-mi], m.zi-ša-mi-mi, m.zi-ša-mi-mi, m.zi-ša-mi-mi, m.zi-ša-mi-mi, m.zi-ša-mi-mi
612,211:003, um-ma m.zi-[i]t-ri-ya-r[a], m.zi-[i]t-ri-ya-r[a], m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra
613,212:002, um-ma m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra
614,213:001, a-na m.LUGAL EN-ia d.UTU-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
615,213:003, um-ma m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra
616,213:006, a-na GÌR.MEß m.LUGAL EN-ia, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
617,213:010, i$-te-mi $a-par m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
618,213:014, [$]a qa-be m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
619,214:003, [m. _ _ _ ÌR-ka], [m., m., m., m., m., m.
620,214:011, [m.z]i-it-r[a]-y[a-ra ], [m.z]i-it-r[a]-y[a-ra, m.zi-it-ra-ya-ra, m.zi-it-ra-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra, m.zi-it-ri-ya-ra
621,214:031, a-wa-ti.MEß m.LUGAL[-ri, m.LUGAL[-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
622,215:003, um-ma m.ba-ia-wa, m.ba-ia-wa, m.ba-ia-wa, m.ba-ia-wa, m.ba-ia-wa, m.ba-ia-wa, m.ba-ia-wa
623,215:010, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-ma, m.ia-an-ha-mu, m.ia-an-ha-mu, m.ia-an-ha-mu
624,216:001, a-n[a m.]L[UG]AL-ri EN-ia, m.]L[UG]AL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
625,216:003, um-ma m.b[a]-ia-wa ÌR-ka, m.b[a]-ia-wa, m.ba-ia-wa, m.ba-ia-wa, m.ba-ia-wa, m.ba-ia-wa, m.ba-ia-wa
626,216:013, [a-n]a a-wa-ti m.ma-ia, m.ma-ia, m.ma-ia, m.ma-ia, m.ma-ia, m.ma-ia, m.ma-ia
627,217:003, um-ma m.a[h-, m.a[h-, m.ah-, m.ah-, m.ah-, m.ah-, m.ah-
628,217:016, m.[m]a-y[a] L[Ú MAßKIM], m.[m]a-y[a], m.ma-ya, m.ma-ya, m.ma-ya, m.ma-ya, m.ma-ya
629,217:022, a-na m.ma-ya $u-nu ti-[, m.ma-ya, m.ma-ya, m.ma-ya, m.ma-ya, m.ma-ya, m.ma-ya
630,218:003, [um-ma m. [, m., m., m., m., m., m.
631,218:014, m.ma-ya [m]a-gal [m]a-[gal], m.ma-ya, m.ma-ya, m.ma-ya, m.ma-ya, m.ma-ya, m.ma-ya
632,220:001, a-na m.LUGAL EN-ia[d.UTU-ia], m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
633,220:003, um-ma m.KÚR-ur-tu-ya  L[Ú U]R[U z]u-nu, m.KÚR-ur-tu-ya, m.KÚR-ur-tu-ya, m.KÚR-ur-tu-ya, m.KÚR-ur-tu-ya, m.KÚR-ur-tu-ya, m.KÚR-ur-tu-ya
634,221:004, um-ma m.wi-ik-ta-sú, m.wi-ik-ta-sú, m.wi-ik-ta-sú, m.wi-ik-ta-sú, m.wi-ik-ta-sú, m.wi-ik-ta-sú, m.wi-ik-ta-sú
635,222:001, a-na m.LU[G]AL-[ri  EN-ia], m.LU[G]AL-[ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
636,222:003, um-ma m.wi-ik[-ta-sú      ], m.wi-ik[-ta-sú, m.wi-ik-ta-sú, m.wi-ik-ta-sú, m.wi-ik-ta-sú, m.wi-ik-ta-sú, m.wi-ik-ta-sú
637,223:001, a-na m.L[UGAL-r]i EN-ia d.UTU, m.L[UGAL-r]i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
638,223:004, um-ma m.en-[d]a[r]-ú[-t]a ÌR-ka, m.en-[d]a[r]-ú[-t]a, m.en-dar-ú-ta, m.en-dar-ú-ta, m.en-dar-ú-ta, m.en-dar-ú-ta, m.en-dar-ú-ta
639,224:001, a-na m.LU[GA]L [E]N[-ia d.UTU-]ia, m.LU[GA]L, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
640,224:003, um-ma m.$um-ad-d[a] Ì[R $]a LUGAL EN-ia, m.$um-ad-d[a], m.šum-ad-da, m.šum-ad-da, m.šum-ad-da, m.šum-ad-da, m.šum-ad-da
641,224:017, m.ku-sú-na, m.ku-sú-na, m.ku-sú-na, m.ku-sú-na, m.ku-sú-na, m.ku-sú-na, m.ku-sú-na
642,225:001, a-na m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
643,225:003, m.$a-mu-adda LÚ-lim, m.$a-mu-adda, m.ša-mu-adda, m.ša-mu-adda, m.ša-mu-adda, m.ša-mu-adda, m.ša-mu-adda
644,225:005, a-na GÌR m.LUGAL-ri-ia, m.LUGAL-ri-ia, m.LUGAL-ri-ia, m.LUGAL-ri-ia, m.LUGAL-ri-ia, m.LUGAL-ri-ia, m.LUGAL-ri-ia
645,225:011, m.LUGAL-ri-ia, m.LUGAL-ri-ia, m.LUGAL-ri-ia, m.LUGAL-ri-ia, m.LUGAL-ri-ia, m.LUGAL-ri-ia, m.LUGAL-ri-ia
646,226:001, a-n[a m.]LU[GA]L-ri  E[N-ia ], m.]LU[GA]L-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
647,226:003, m.$i-ip-tu-ri-c[a  ÌR-ka], m.$i-ip-tu-ri-c[a, m.ši-ip-tu-ri-ca, m.ši-ip-tu-ri-ca, m.ši-ip-tu-ri-ca, m.ši-ip-tu-ri-ca, m.ši-ip-tu-ri-ca
648,226:021, m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
649,227:016, [m.ha-n]i DUMU $i-íp-ri-ka, [m.ha-n]i, m.ha-ni, m.ha-ni, m.ha-ni, m.ha-ni, m.ha-ni
650,228:001, [a]-na m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
651,228:003, um-ma m.Ì[R]-tir-$i, m.Ì[R]-tir-$i, m.ÌR-tir-ši, m.ÌR-tir-ši, m.ÌR-tir-ši, m.ÌR-tir-ši, m.ÌR-tir-ši
652,228:006, m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
653,228:008, a-na GÌR.HÁ-pí m.LUGAL-ri  EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
654,228:012, m.LUGAL-ri EN-ia ù, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
655,228:017, [a-n]a m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
656,228:020, m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
657,229:001, a-na m.LUGAL EN-ia d.[UTU-ia], m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
658,229:003, um-ma m.abdi-na-[, m.abdi-na-[, m.abdi-na-, m.abdi-na-, m.abdi-na-, m.abdi-na-, m.abdi-na-
659,230:001, a-na m.LUGAL BE-ia qí-bi, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
660,230:002, um-ma m.ia-ma ÌR-ka, m.ia-ma, m.ia-ma, m.ia-ma, m.ia-ma, m.ia-ma, m.ia-ma
661,231:004, [um-ma m.[, m.[, m., m., m., m., m.
662,232:003, um-ma m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta, m.sú-ra-ta
663,233:001, a-na m.LUGAL-r[i  EN-i]a, m.LUGAL-r[i, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
664,233:004, um-ma m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na
665,234:001, a-na m.LUGAL-ri EN-i[a], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
666,234:003, um-ma m.sá-ta-at-na LÚ URU ak-ka.KI, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na
667,234:004, ÌR-ka ÌR m.LUGAL-ri ù, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
668,234:011, a-wa-at ÌR-$u [m.zi-ir]-dam-ia[-a]$-da, [m.zi-ir]-dam-ia[-a]$-da, m.zi-ir-dam-ia-aš-da, m.zi-ir-dam-ia-aš-da, m.zi-ir-dam-ia-aš-da, m.zi-ir-dam-ia-aš-da, m.zi-ir-dam-ia-aš-da
669,234:013, [m.b]ir5-ia-wa-za i[-ba-$u], [m.b]ir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
670,234:014, it-ti m.$u-ta Ì[R], m.$u-ta, m.šu-ta, m.šu-ta, m.šu-ta, m.šu-ta, m.šu-ta
671,234:023, ia-a$-pu-ra m.$u-ta, m.$u-ta, m.šu-ta, m.šu-ta, m.šu-ta, m.šu-ta, m.šu-ta
672,234:025, m.zi-ir-dam-ia-a$-da, m.zi-ir-dam-ia-a$-da, m.zi-ir-dam-ia-aš-da, m.zi-ir-dam-ia-aš-da, m.zi-ir-dam-ia-aš-da, m.zi-ir-dam-ia-aš-da, m.zi-ir-dam-ia-aš-da
673,234:026, a-na m.bir5-ia-wa-za ù la-a, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za, m.bir5-ia-wa-za
674,234:033, [m.$u-t]a UGU-ia ù lu-ú, [m.$u-t]a, m.šu-ta, m.šu-ta, m.šu-ta, m.šu-ta, m.šu-ta
675,235:001, a-na m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
676,235:005, um-ma m.sí-ta-at-na ÌR-ka, m.sí-ta-at-na, m.sí-ta-at-na, m.sí-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na
677,235:007, m.LUGAL-ri EN-ia d.UTU-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
678,237:002, [i]l5-te9-qú-ú m.la-a[b-a-ya], m.la-a[b-a-ya], m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya, m.la-ab-a-ya
679,237:004, $a m.LUGAL-ri EN-ia, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
680,237:006, $a m.LUGAL EN-ia $a [NU/TAR?]-i[d], m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
681,237:007, m. LUGAL-ru  EN-ia i-na qà-t[i-ia], m., m., m., m., m., m.
682,237:010, m.LUGAL-ru EN-ia, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ru, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
683,237:012, [U]RU.DIDLI.HÁ $[a] m.LUGAL.EN-i[a], m.LUGAL.EN-i[a], m.LUGAL.EN-ia, m.LUGAL.EN-ia, m.LUGAL.EN-ia, m.LUGAL.EN-ia, m.LUGAL.EN-ia
684,237:017, LÚ ha-za-an $a m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
685,238:001, [a-na m.]LÚ.GAL EN[-ia ], m.]LÚ.GAL, m.LÚ.GAL, m.LUGAL, m.LUGAL, m.LUGAL, m.LUGAL
686,238:002, [um-m]a m.ba-ya-di ÌR[-ka ], m.ba-ya-di, m.ba-ya-di, m.ba-ya-di, m.ba-ya-di, m.ba-ya-di, m.ba-ya-di
687,238:023, ù DUMU m.s[á-t[a-at-na], m.s[á-t[a-at-na], m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na, m.sá-ta-at-na
688,238:024, ù m.ha-gu-r[u, m.ha-gu-r[u, m.ha-gu-ru, m.ha-gu-ru, m.ha-gu-ru, m.ha-gu-ru, m.ha-gu-ru
689,239:001, [a-na m.]LUGAL-[ri], m.]LUGAL-[ri], m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri, m.LUGAL-ri
690,239:003, um-ma m.pá-du-za-n[a Ì]R-ka, m.pá-du-za-n[a, m.pá-du-za-na, m.pá-du-za-na, m.pá-du-za-na, m.pá-du-za-na, m.pá-du-za-na
